pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Piemonte;2016;J53B03000020005;;Regionale;COMUNE DI CHIERI (TO);82000210011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1001078;ITC11;Regionale;Impianto natatorio polifunzionale in regione San Silvestro (Chieri) TO - contratto di concessione stipulato il 14 giugno 2010 Rep. n. 6921 registrato a Chieri il 25.6.2010 al n. 71 serie 1 -0.;REALIZZAZIONE DI IMPIANTO NATATORIO POLIFUNZIONALE;Mq;24.735,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45200000-9;No;8.530,00;8.530,00;0;No;;0;N;;8.530,00;8.530,00;;;;;Si;;;;;;Si;;No;No;In data 30 marzo 2015 � stata notificata alle ditte facenti parte dell'ATI la notifica di risoluzione contratto e escussione fideiussione prestata.;;Alternativa per l'opera;No;;2003;26/03/2014;31/03/2015;IMPIANTO NATATORIO POLIFUNZIONALE IN REGIONE SAN SILVESTRO;No;;SAN SILVESTRO;99;PROGRAMMA OOPP;PROGRAMMA OOPP;Art.4 c. 2 Lett. g);;;450.035.809.672.353;782.779.637.686.959
Regione Piemonte;2016;J52F07000110007;;Regionale;COMUNE DI CHIERI (TO);82000210011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;1001078;ITC11;Regionale;Riqualificazione area ex Tabasso attraverso il Project Financing.;RECUPERO E REALIZZAZIONE OPERE PUBBLICHE: AUDITORIUM MUSEO DEL TERRITORIO SCUOLA DI CINEMA PARCHEGGI;Mq;34.261,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;45210000-2;No;16.168.917,00;0;0;No;;0;N;;15.000,00;0;;;;;;Si;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2007;23/04/2008;31/03/2015;AREA TABASSO;No;;VIA F.LLI GIORDANO- VITTORIO EMANUELE;99;PROGRAMMA TRIENNALE OPERE PUBBLICHE ANNO 2007 2008 2009;;Art.4 c. 2 Lett. g);;;450.035.809.672.353;782.779.637.686.959
Regione Piemonte;2016;J71B08000140003;;Regionale;AMMINISTRAZIONE PROVINCIALE DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001314;;Regionale;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO CON LA RAMPA S.R. 11 - AUTOSTRADA A4 REALIZZATA DAL CONSORZIO CAV.TO.MI.;COSTRUZIONE DI RACCORDO STRADALE DI TIPO B1 A DOPPIA CARREGGIATA;Ml;400;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45000000-7;No;950.000,00;720.000,00;0;No;;0;N;;950;950;;;Si;;;;;No;No;No;Si;No;No;No;POSSIBILI SOLUZIONI IN CORSO DI VALUTAZIONE;;Alternativa per l'opera;No;;2008;21/11/2008;;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO CON LA RAMPA S.R. 11 - AUTOSTRADA A4 REALIZZATA DAL CONSORZIO CAV.TO.MI.;No;;STRADA DELLA BENEDETTA;0;;;Art.4 c. 2 Lett. g);;;45.194.517.392.833;778.383.358.792.177
Regione Puglia;2016;F91G07000010002;;Regionale;COMUNE DI PULSANO;80010270736;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;16073022;ITF43;Regionale;Opere per l'organizzazione del Servizio Idrovie per i comuni di Leporano Pulsano (comune capofila) Lizzano Torricella e Maruggio - POR Puglia 2000/2006 � P1S 12  - Misura 5.2;OPERE PER L'ORGANIZZAZIONE DEL SERVIZIO IDROVIE;Mq;1.250,00;1;4;MARITTIME LACUALI E FLUVIALI;42;IDROVIE E OPERE FLUVIALI;45200000-9;No;1.665.948,00;1.107.469,00;1.107.469,00;No;;100;N;;190.624,00;190.624,00;;Si;;;;;;No;No;No;No;Si;No;Si;Le piattaforme galleggianti potrebbero trovare allocazione presso il porto turistico di Campomarino di Maruggio - in alternativa l'ipotesi di un uso in concessione a soggetti terzi che ne garantiscano la manutenzione la guardiania e la messa a riposo nei mesi invernali.;;Alternativa per l'opera;No;;2007;21/04/2008;;TRASPORTO IDROVIE;Si;;LITORANEA SALENTINA;99;POR PUGLIA 2000/2006 PIS N. 12 MIS. 5.2 - COMUNI ASSOCIATI DI LEPORANO (TA) LIZZANO (TA) TORRICELLA (TA) MARUGGIO (TA) PULSANO (TA) CAPOFILA: COMUNE DI PULSANO;;Art.4 c. 2 Lett. a);;8,00E+45;403.715.015.333.554;173.654.857.296.949
Regione Puglia;2016;E37J99000000002;;Regionale;Consorzio ASI di Lecce;380090753;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;16075039;ITF45;Regionale;lavori per la realizzazione del progetto esecutivo del sistema viario nell'agglomerato industriale di Maglie-Melpignano - Cavalcavia sulla SS 16 prog. LE 06/AC;LAVORI PER LA REALIZZAZIONE DEL PROGETTO ESECUTIVO II? LOTTO DEL SISTEMA VIARIO NELL'AGGLOMERATO INDUSTRIALE DI MAGLIE/MELPIGNANO;Mq;32.351,00;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45221000-2;No;2.500.000,00;2.037.759,00;1.960.748,00;Si;77.011,00;9272;N;;206.583,00;206.583,00;;Si;;;;;;Si;No;No;No;No;Si;Si;;;In progetto per l'opera;Si;No;1999;02/08/2012;;LAVORI PER LA REALIZZAZIONE DEL PROGETTO ESECUTIVO II? LOTTO DEL SISTEMA VIARIO NELL'AGGLOMERATO INDUSTRIALE DI MAGLIE/MELPIGNANO -LE 06/AC - CAVALCAVIA SULLA SS 16;No;;ZONA INDUSTRIALE MAGLIE-MELPIGNANO;99;FONDI CIPE;;Art.4 c. 2 Lett. b);;3,80E+39;401.207.198.364.727;182.958.296.751.682
Regione Puglia;2016;D13G04000040001;;Regionale;COMUNE DI TRICASE;81000410753;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16075088;ITF45;Regionale;COSTRUZIONE RETE IRRIGUA PER IL RIUTILIZZO DELLE ACQUE REFLUE DEPURATE AFFINATE E STERILIZZATE NEL COMUNE DI TRICASE;COSTRUZIONE RETE IRRIGUA PER IL RIUTILIZZO DELLE ACQUE REFLEUE;Mq;3.000.000,00;6;13;OPERE IMPIANTI  ED ATTREZZATURE PER L'AGRICOLTURA LA ZOOTECNIA E LA SILVICOLTURA;129;IMPIANTI E RETI IRRIGUE AZIENDALI;45332200-5;No;51.129.233,00;286.529.951,00;286.529.951,00;Si;350.000,00;8911;;;420.791,00;420.791,00;;;;Si;;;Si;Si;No;No;No;No;No;No;;;In progetto per l'opera;Si;Si;2004;15/04/2005;;RETE IRRIGUA;No;;TERRITORIO COMUNALE;0;;;Art.4 c. 2 Lett. d);;8,10E+45;399.413.693.156.598;183.598.638.465.104
Regione Puglia;2016;I53G07000100006;;Regionale;COMUNE DI MORCIANO DI LEUCA;81003870755;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16075050;ITF45;Regionale;RECUPERO FUNZIONALE DELL'AREA EX CINEMA ORLANDO IN VIA DE GASPERI ANGOLO VIA DON STURZO A MORCIANO DI LEUCA;REALIZZAZIONE DI OPERE PER IL RECUPERO FUNZIONALE DELL'AREA EX CINEMA ORLANDO IN VIA DE GASPERI ANGOLO VIA DON STURZO;Mq;720;5;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE CULTURALE E ASSISTENZIALE;45212000-6;No;720.200,00;500.000,00;53.482.152,00;Si;120.000,00;8626;N;;7202;7202;;Si;;Si;;;;Si;Si;No;Si;No;No;No;;;In progetto per l'opera;Si;No;2007;13/11/2008;;SALA POLIFUNZIONALE (AREA EX CINEMA ORLANDO);No;;VIA DE GASPERI ANG. DON STURZO;99;PIANO ANNUALE OO.PP.;;Art.4 c. 2 Lett. d);;8,10E+45;398.476.675.109.897;183.057.112.558.558
Regione Puglia;2016;H34I05000000006;;Regionale;Comune di Lizzano;80010030734;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16073011;ITF43;Regionale;Centro Agrimercato per la selezione confezionamento e conservazione di prodotti ortofrutticoli nel Comune di Lizzano;REALIZZAZIONE CENTRO PER LA RACCOLTA IL CONFEZIONAMENTO E LO STOCCAGGIO DI PRODOTTI AGRICOLI.;Mq;2.152,00;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;;No;98.125.659,00;65.133.531,00;65.133.531,00;Si;150.000,00;8128;;;98126;98126;;;;;;;Si;Si;;;;;No;No;;;In progetto per l'opera;No;;2005;30/06/2005;;CENTRO AGRIMERCATO;No;;VIA ROMA ZONA INDUSTRIALE;99;Programma opere pubbliche 2004/2006;PROGRAMMA OPERE PUBBLICHE 2004/2006;Art.4 c. 2 Lett. d);;8,00E+45;403.739.210.771.416;174.513.724.683.227
Regione Puglia;2016;F55F05000030002;;Regionale;comune di biccari;82000390714;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;16071006;ITF41;Regionale;SISTEMAZIONI FLUVIALI NEL BACINO DEL CANDELARO - COSTRUZIONE PONTE SUL CANALE VALLONE DELL'OLMO.;SISTEMAZIONI FLUVIALI NEL BACINO DEL CANDELARO - COSTRUZIONE PONTE SUL VALLONE DELL'OLMO.;Ml;42;2;15;RISORSE IDRICHE;119;RETI IDRICHE RURALI;;No;600.000,00;40.372.867,00;40.372.867,00;Si;100.000,00;8015;;;600;600;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2005;07/07/2005;;;No;;;99;costruzione ponte;costruzione ponte;Art.4 c. 2 Lett. d);;8,20E+45;414.219.412.365.756;152.192.299.598.916
Regione Puglia;2016;J59B06000290004;;Regionale;COMUNE DI SAN SEVERO;336360714;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;7;MANUTENZIONE STRAORDINARIA;16071051;;Regionale;RISTRUTTURAZIONE IMMOBILE URBANO COMPRESO TRA LE VIE U. FRACCACRETA MORELLI E SILVATI PELLEGRINI DE TROIA;RISTRUTTURAZIONE IMMOBILE URBANO COMPRESO TRA LE VIE U. FRACCACRETA MORELLI E SILVATI PELLEGRINI DE TROIA;Mq;500;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;;No;80.525.576,00;91.544.077,00;80.525.576,00;Si;12.277.519,00;7756;;;500;500;;;;Si;;;;Si;Si;No;No;No;Si;No;;;In progetto per l'opera;No;;2006;23/11/2006;;;No;;;99;MANUTENZIONE STRAORDINARIA;MANUTENZIONE STRAORDINARIA;Art.4 c. 2 Lett. e);;3,36E+39;416.561.775.391.186;15.423.835.699.376
Regione Puglia;2016;J79H03000020005;;Regionale;COMUNE DI SAN SEVERO;336360714;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;16071051;;Regionale;"LAVORI DI RISTRUTTURAZIONE EDIFICIO SCOLASTICO ""G.PASCOLI"" DA ADIBIRE A SEDE UNIVERSITARIA - FACOLTA' ""SCIENZE BANCARIE""";RISTRUTTURAIONE ED AMPLIAMENTO -;Mq;1.500,00;5;8;SOCIALI E SCOLASTICHE;85;EDILIZIA UNIVERSITARIA;;No;221.361.891,00;266.361.891,00;221.361.891,00;Si;450.000,00;7109;N;;268.558,00;268.558,00;;;;;Si;;;Si;Si;No;No;No;Si;No;;;In progetto per l'opera;No;;2003;12/10/2010;;"EDIFICIO ""PASCOLI"" - LARGO SANIT? -";No;;LARGO SANIT?;99;Ristrutturaione  ed ampliamento -;;Art.4 c. 2 Lett. e);;3,36E+39;416.561.775.391.186;15.423.835.699.376
Regione Puglia;2016;E92F04000010002;;Regionale;Acquedotto Pugliese Spa;347000721;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;16110009;ITF42;Regionale;Completamento della rete fognaria a servizio dei comuni di Molfetta Ruvo di Puglia e Trani;Realizzazione di tronchi di fogna a servizio dell'abitato di Molfetta Ruvo di Puglia e Trani;Ml;5.539,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;113;RETI FOGNARIE;;No;115.413.921,00;8.619.279,00;53.672.372,00;No;;6227;;;47865;47865;;;;;Si;;Si;No;Si;No;Si;No;Si;Si;;;In progetto per l'opera;Si;No;2004;20/07/2006;;;No;;;99;P.O.R. PUGLIA 2000-2006 Misura 1.1 azione 4;P.O.R. PUGLIA 2000-2006 Misura 1.1 azione 4;Art.4 c. 2 Lett. e);;3,47E+39;412.391.501.080.636;16.389.485.463.923
Regione Puglia;2016;I82B07000010002;;Regionale;Comune di Sant'Agata di Puglia;208930719;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;99;ALTRO;16071052;ITF41;Regionale;Intervento di adeguamento e completamento degli schemi idrici e delle relative reti infrastrutturali- Azione 5 � Asse 1 � Risorse Naturali - Misura 1.1- Realizzazione di sistemi di collettamento differenziati per le acque piovane - POR Puglia 2000/2006;ADEGUAMENTO E COMPLETAMENTO RETE ACQUE PIOVANE;Ml;3.000,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;113;RETI FOGNARIE;;No;1.510.000,00;117.041.671,00;93.334.904,00;Si;400.000,00;5943;N;;1.510,00;1.510,00;;Si;;;;;;No;No;No;Si;No;Si;Si;;;In progetto per l'opera;Si;Si;2007;20/03/2007;;CENTRO ABITATO;No;;VIA CENTRO ABITATO;99;POR PUGLIA 2000/2006 ASSE 1 MISURA 1.1 AZ. 5;;Art.4 c. 2 Lett. e);;2,09E+39;411.455.131.610.255;153.840.184.548.954
Regione Puglia;2016;C23B11000070005;;Regionale;ASL BT (Barletta-Andria-Trani);90062670725;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;16110004;ITF42;Regionale;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI PER IL RILASCIO DEL C.P.I. DEL P.O. CANOSA DI PUGLIA;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI DEL P.O. DI CANOSA DI PUGLIA;npl;70;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45454000-4;No;1.677.628,00;136.431.928,00;9.876.333,00;Si;37.668.598,00;5673;N;;167.763,00;167.763,00;;;;;Si;;;No;No;No;Si;No;Si;No;;;In progetto per l'opera;No;;2011;15/06/2011;;LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI DEL P.O. DI CANOSA DI PUGLIA;No;;VIA BOVIO;0;;;Art.4 c. 2 Lett. e);;9,01E+45;411.900.742.171.271;16.017.564.514.743
Regione Puglia;2016;J92J09000100002;;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE VIABILITA' E OO.PP.;80015010723;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;99;ALTRO;16072006;;Regionale;Interventi di mitigazione e prevenzione dal rischio idraulico da eseguire lungo il torrente Picone e canale deviatore fino alla confluenza di questo nella lama Lamasinata;RIPRISTINO ARGINI CANALE;Ml;400;2;5;DIFESA DEL SUOLO;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45332200-5;No;1.500.000,00;6.870.742,00;361.400,00;No;;526;N;;1.500,00;1.500,00;;Si;;;;;;;Si;;;;Si;Si;;;In progetto per l'opera;Si;Si;2009;20/09/2010;;CANALE DEVIATORE TORRENTE PICONE;No;;TORRENTE PICONE;0;;;Art.4 c. 2 Lett. e);;8,00E+45;411.030.489.912.552;168.457.301.176.062
Regione Puglia;2016;E53G02000060005;;Regionale;Comune di Taranto;80008750731;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;16073027;;Regionale;PROJECT FINANCING PER PROGETTAZIONE COSTRUZIONE AMPLIAMENTO E GESTIONE CIMITERO DI TARANTO LOCALITA' TALSANO DENOMINATO SANTA MARIA PORTA DEL CIELO;PROGETTAZIONE COSTRUZIONE AMPLIAMENTO E GESTIONE. RIFERIMENTO ART. 37 BIS E SEGUENTI DELLA LEGGE 109/1994 E SUE MODIFICHE ED INTEGRAZIONI;Mq;81.000,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;96;CIMITERI;;No;995.382.537,00;750.637.717,00;450.637.717,00;Si;3.000.000,00;4289;N;;567.385,00;567.385,00;;;;;Si;;;;Si;;;;Si;Si;;;In progetto per l'opera;No;;2002;21/03/2014;;CIMITERO COMUNALE SANTA MARIA PORTA DEL CIELO;No;;VIA PIZZARIELLO LOC. TALSANO;;;PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2001-2003 APPROVATO CON DELIBERA DI CONSIGLIO COMUNALE N. 158 DEL  31/12/2002.;Art.4 c. 2 Lett. e);;8,00E+45;40.463.393.985.573;173.008.486.322.284
Regione Puglia;2016;B98G08000190006;;Regionale;comune di Lequile;80008810758;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16075036;;Regionale;COMPLETAMENTO DELLA RETE FI FOGNATURA PLUVIA DEL CENTRO URBANO;COLLETTAMENTO ACQUE PIOVANE DISMISSIONE POZZI COSTRUZIONE TRONCHI FOGNATURA COSTRUZIONE VASCA DI LAVAGGIO E RECAPITO FINALE;Ml;3.727.704,00;2;5;DIFESA DEL SUOLO;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45231300-8;No;6.000.000,00;2.726.296,00;2.726.296,00;Si;3.727.000,00;4225;N;;2.981,00;2.981,00;;Si;;Si;;;;Si;;;;;Si;Si;;;In progetto per l'opera;Si;No;2008;24/11/2008;;CENTRO ABITATO;No;;VIA DIVERSE;1;ACCORDO DI PROGRAMMA REGIONE - COMUNE;;Art.4 c. 2 Lett. e);;8,00E+45;402.748.030.353.461;181.332.354.218.504
Regione Puglia;2016;I59G89000000002;;Regionale;consorzio di bonifica montana del gargano;84000330716;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;16071049;ITF41;Regionale;LAVORI DI SISTEMAZIONE IDRAULICA DEL TORRENTE SCARAFONE IMMISSARIO DEL LAGO DI LESINA A PROTEZIONE DELL'AREA IRRIGUA DI SANNICANDRO GARGANICO;RIVESTIMENTO SPONDE E REALIZZAZIONE PONTE;ne;1;2;5;DIFESA DEL SUOLO;999;ALTRE OPERE DI DIFESA DEL SUOLO;45246000-3;No;91.195.135,00;65.878.038,00;4.474.061,00;Si;600.000,00;3554;N;;91195;91195;;Si;;;;;;Si;;;Si;;Si;Si;;;In progetto per l'opera;No;;1989;24/09/2013;;TORRENTE SCARAFONE;No;;LOCALIT� SCARAFONE;0;;;Art.4 c. 2 Lett. e);;8,40E+45;418.431.260.510.192;155.750.951.923.921
Regione Puglia;2016;I59G89000010002;;Regionale;consorzio di bonifica montana del gargano;84000330716;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;16071049;ITF41;Regionale;COMPRENSORIO DI BONIFICA M. DEL GARGANO PROGETTO ESECUTIVO DELLE OPERE DI SISTEMAZIONE IDRAULICA  E DI CONSERVAZIONE DEL SUOLO DA ESEGUIRE NEL BACINO DEL TORRENTE VALLONA IMMISSARIO DEL LAGO DI LESINA A PROTEZIONE DELL' AREA IRRIGUA DI SANNICANDRO GARGANICO;PROTEZIONE SPONDE STRADA DI SERVIZIO  PONTE;ne;1;2;5;DIFESA DEL SUOLO;999;ALTRE OPERE DI DIFESA DEL SUOLO;45246000-3;No;92.962.242,00;63.869.066,00;40.097.366,00;Si;500.000,00;3521;N;;92962;92962;;Si;;;;;;;;;Si;;Si;Si;;;In progetto per l'opera;No;;1989;24/09/2013;;TORRENTE VALLONA;No;;LOCALIT� VALLONA;0;;;Art.4 c. 2 Lett. e);;8,40E+45;418.431.260.510.192;155.750.951.923.921
Regione Puglia;2016;G71G07000020006;;Regionale;COMUNE DI VIESTE;83000770715;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;16071060;ITF41;Regionale;LAVORI DI AMPLIAMENTO DELLA BANCHINA PESCHERECCIA E POTENZIAMENTO DELLE ATTREZZATURE DI SERVIZIO;RISTRUTTURAZIONE DEL MOLO PESCHERECCIO ESISTENTE E REALIZZAZIONE DEGLI EDIFICI PER I SEVIZI DI PESCA;Mq;250;4;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;;No;743.000,00;41.812.344,00;13.171.329,00;Si;28.641.015,00;187;N;;743;743;;;;;;;Si;Si;;;;;Si;No;;;In progetto per l'opera;No;;2007;31/10/2007;31/03/2018;PORTO PESCHERECCIO;No;;VIA ZONA PORTUALE;0;;;Art.4 c. 2 Lett. e);;8,30E+45;418.418.251.710.759;161.196.926.789.884
Regione Puglia;2016;G36D07000330002;;Regionale;COMUNE DI TORREMAGGIORE;84000710719;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;3;RECUPERO;16071056;ITF41;Regionale;RECUPERO EDIFICIO EX PRETURA IN PIAZZA GRAMSCI;LAVORI DI RIUSO DELL'EX PRETURA DA ADIBIRE A LABORATORIO DELL'INIZIATIVA REGIONALE BOLLENTI SPIRITI;Mc;1.905,00;5;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE CULTURALE E ASSISTENZIALE;;No;608.000,00;32.427.282,00;13.027.277,00;Si;398.000,00;1804;N;;240;240;;Si;;;;;;Si;Si;No;No;No;Si;Si;;;In progetto per l'opera;No;;2007;17/10/2013;;LAVORI DI RIUSO DELL'EX PRETURA DA ADIBIRE A LABORATORIO DELL'INIZIATIVA REGIONALE (BOLLENTI SPIRITI);No;;PIAZZA GRAMSCI;1;DISCIPLINARE REGOLANTE I RAPPORTI TRA REGIONE - COMUNE DI TROIA(CAPOFILA) E COMUNE DI TORREMAGGIORE E ASCOLI SATRIANO (PARTNER);;Art.4 c. 2 Lett. e);;8,40E+45;41.664.806.960.206;15.239.639.001.378
Regione Puglia;2016;J47B08000000005;;Regionale;COMUNE DI TAVIANO;414500751;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16075085;ITF45;Regionale;LAVORI PER LA REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA A SERVIZIO DELL'IMPIANTO DI ATLETICA IN LOCALITA' SERRAZZITE CON COMPLETAMENTO ED OMOLOGAZIONE DELLA PISTA DI ATLETICA NELLA STESSA LOCALITA'.;OPERE DI URBANIZZAZIONE PRIMARIA E COMPLETAMENTO E OMOLOGAZIONE IMPIANTO ESISTENTE.;Mq;91.926,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45200000-9;No;2.500.000,00;161.276.161,00;0;Si;2.500.000,00;0;N;;2.500,00;2.500,00;;;;;Si;;;Si;No;No;No;No;Si;No;;;In progetto per l'opera;No;;2008;31/03/2017;;LAVORI PER LA REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA A SERVIZIO DELL'IMPIANTO DI ATLETICA IN LOCALITA' SERRAZZITE CON COMPLETAMENTO ED OMOLOGAZIONE DELLA PISTA DI ATLETICA NELLA STESSA LOCALITA'.;Si;;LOCALITA' SERRAZZITE;0;;;Art.4 c. 2 Lett. e);;4,15E+39;399.892.193.694.581;180.704.123.182.022
