pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Molise;2016;H56E11000300005;null;Regionale;Amministrazione Provinciale di Isernia;80051970947;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;14094023;null;Regionale;"Manutenzione straordinaria del Liceo Classico ""O.Fascitelli"" (IS) Adeguamento Strutturale, ai sensi del D.M. 14.02.2008, del corpo di fabbrica storico - Realizzazione Ascensore e Completamento Palestra";LAVORI DI MANUTENZIONE E RISTRUTTURAZIONE STRUTTURALE;Mq;1.000,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;45454000-4;No;726.084,78;328.084,78;180.769,61;Si;200.000,00;34,23;N;null;600,00;600,00;null;null;null;null;Si;null;null;Si;null;null;null;null;No;No;null;null;In progetto per l'opera;No;null;2011;17/06/2011;null;"LICEO CLASSICO""O.FASCITELLI"" DI ISERNIA";No;null;VIA GARIBALDI;99;PROGRAMAM LLPP;null;Art.4 c. 2 Lett. g);null;8,01E+31;41.6072460469527;14.2161795066126
Regione Molise;2016;C75B14000000005;null;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;14094052;ITF21;Regionale;LAVORI DI CONSOLIDAMENTO STATICO, RECUPERO DELL'ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO (IS). LOTTO 1/B;LAVORI DI CONSOLIDAMENTO STATICO, RECUPERO DELL?ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 1/B;Mq;616,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;374.450,59;271.139,87;212.752,70;Si;475.800,00;28,48;N;null;374,45;374,45;null;null;null;null;Si;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2014;28/03/2014;25/01/2016;FABBRICATO DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 1/B;No;null;VIA CENTRO STORICO;99;Fondi O.M. 905/87;null;Art.4 c. 2 Lett. g);null;7,53309E+14;41.4688828427319;14.0411401393362
Regione Molise;2016;C22E10000090002;null;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;14094002;ITF21;Regionale;LAVORI DI RECUPERO DI UN FABBRICATO DA DESTINARE ALLA REALIZZAZIONE DI N. 5 ALLOGGI DI ERP, NEL COMUNE DI AGNONE (IS), VIA CAVOUR.;LAVORI DI RECUPERO DI UN FABBRICATO PER CIVILE ABITAZIONE DA DESTINARE ALLA REALIZZAZIONE DI N. 5 ALLOGGI DI ERP, NEL COMUNE DI AGNONE, VIA CAVOUR.;Mq;649,35;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;439.930,69;229.910,25;168.912,00;Si;365.284,31;28,38;N;null;439,93;439,93;null;Si;null;null;null;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2010;03/01/2011;18/04/2016;FABBRICATO PER CIVILE ABITAZIONE IN VIA CAVOUR.;No;null;VIA CAVOUR;99;DELIBERE DI GIUNTA REGIONALE N. 196 DEL 16.06.1992, N. 24 DEL 21.01.1997 E N. 1304 DEL 26.09.2005;null;Art.4 c. 2 Lett. g);null;7,53309E+14;41.8010092238792;14.3602825520011
Regione Molise;2016;H56E12000610001;null;Regionale;Amministrazione Provinciale di Isernia;80051970947;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;14094023;null;Nazionale;Messa in sicurezza e alla prevenzione e riduzione del rischio connesso alla vulnerabilit??? Istituto Statale d'Arte G. Manuppella di Isernia D. Cipe 6/2012 - Aula Magna e Sistemazione;MESSA IN SICUREZZA  E ALLA PREVENZIONE E RIDUZIONE DEL RISCHIO CONNESSO ALLA VULNERABILITA DEGLI ELEMENTI, ANCHE NON STRUTTURALI, DEGLI EDIFICI SCOLASTICI;Mq;270,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;145.160,00;123.122,86;118.175,79;Si;300.000,00;27,93;N;null;145,16;145,16;Si;null;null;null;null;null;null;Si;null;null;null;null;No;No;null;null;In progetto per l'opera;No;null;2012;05/07/2012;null;"ISTITUTO D'ARTE ""G. MANUPPELLA"" ISERNIA";No;null;VIA BERTA;99;PROGRAMMA LLPP;null;Art.4 c. 2 Lett. g);null;8,01E+31;41.6072460469527;14.2161795066126
Regione Piemonte;2016;J41B07000290003;null;Regionale;AMMINISTRAZIONE PROVINCIALE DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001024;ITC11;Regionale;'Variante di Borgaretto alla S.P. n. 143 di Vinovo. II lotto;COLLEGAMENTO VIABILE TRA LA S.P. 174 E LA S.P. 143;Ml;2.314,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45000000-7;No;4.150.137,92;1.602.936,50;806.903,00;No;null;50,34;N;null;4.150,00;4.150,00;null;null;Si;null;null;null;null;No;No;No;Si;No;No;No;null;null;In progetto per l'opera;Si;No;2007;19/11/2007;null;VARIANTE DI BORGARETTO ALLA S.P. N. 143 II LOTTO;No;null;S.P. 174-S.P. 143;0;null;null;Art.4 c. 2 Lett. g);null;null;45.0162918792695;7.59021823828869
Regione Molise;2016;C75B14000010005;null;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;14094052;null;Regionale;LAVORI DI CONSOLIDAMENTO STATICO, RECUPERO DELL'ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO (IS). LOTTO 4/A;LAVORI DI CONSOLIDAMENTO STATICO, RECUPERO DELL?ESISTENTE ED ADEGUAMENTO IGIENICO FUNZIONALE PER LA REALIZZAZIONE DI ALLOGGI DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 4/A;Mq;820,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;905.000,00;589.860,95;286.346,23;Si;853.200,00;19,84;N;null;905,00;905,00;null;null;null;null;Si;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2014;28/03/2014;25/01/2016;FABBRICATO DI ERP, NEL CENTRO STORICO DEL COMUNE DI VENAFRO. LOTTO 4/A;No;null;VIA CENTRO STORICO;99;FONDI O.M. 905/87;null;Art.4 c. 2 Lett. g);null;7,53309E+14;41.4688828427319;14.0411401393362
Regione Molise;2016;C13I14000000001;null;Regionale;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;75330944;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;14094028;ITF21;Regionale;LAVORI DI COSTRUZIONE DI  UN FABBRICATO A N. 4 ALLOGGI DI ERP, NEL COMUNE DI MONTAQUILA (IS), FRAZIONE ROCCARAVINDOLA.;LAVORI DI COSTRUZIONE DI UN FABBRICATO A N. 4 ALLOGGI DI ERP, NEL COMUNE DI MONTAQUILA (IS), FRAZIONE ROCCARAVINDOLA.;Mq;360,64;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45200000-9;No;457.140,91;332.790,91;16.721,63;Si;500.769,49;2,01;N;null;457,14;457,14;Si;null;null;null;null;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2014;28/03/2014;25/01/2016;FABBRICATO A N. 4 ALLOGGI DI ERP.;No;null;FRAZIONE ROCCARAVINDOLA;99;LEGGE 457/78;null;Art.4 c. 2 Lett. g);null;7,53309E+14;41.5515136026753;14.1105834259166
Regione Puglia;2016;H38H06000010002;null;Regionale;Comune di San Nicandro Garganico;84001770712;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;16071049;null;Regionale;Alloggi per immigrati;ALLOGGI PER IMMIGRATI;nu;6,00;5;10;ABITATIVE;999;ALTRE OPERE DI EDILIZIA ABITATIVA;null;No;658.937,06;487.000,00;159.911,66;No;null;32,84;null;null;658,94;658,94;null;Si;null;null;null;null;null;null;null;null;null;Si;Si;Si;null;null;In progetto per l'opera;No;null;2006;30/03/2006;null;null;No;null;null;99;PROGRAMMAZIONE TRIENNALE ED ELENCO ANNUALE DELLE OO.PP. - REGIONALE;PROGRAMMAZIONE TRIENNALE ED ELENCO ANNUALE DELLE OO.PP. - REGIONALE;Art.4 c. 2 Lett. e);null;8,40E+31;41.8431260510192;15.5750951923921
Regione Piemonte;2016;D89H09000260003;null;Regionale;AMMINISTRAZIONE PROVINCIALE DI VERCELLI;80005210028;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1002016;ITC12;Regionale;Lavori di realizzazione di un nuovo edificio quale ampliamento del Liceo Scientifico di Borgosesia, sito in Viale Varallo;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;na;5,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;45214000-0;No;700.000,00;416.531,00;161.450,80;Si;800.000,00;13,27;N;null;700,00;700,00;null;null;Si;null;null;null;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;No;null;2009;20/09/2010;null;AMPLIAMENTO DEL LICEO SCIENTIFICO DI BORGOSESIA;No;null;VIALE VARALLO;99;Piano annuale dei lavori pubblici;null;Art.4 c. 2 Lett. e);null;null;45.7308319216486;8.25972914362253
Regione Piemonte;2016;I39G13000010008;null;Regionale;COMUNE DI RODELLO;81000850040;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;1004196;ITC16;Regionale;Completamento impianto sportivo polivalente;COMPLETAMENTO OPERE;Mq;290,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;225.000,00;176.277,00;0,00;No;null;0;N;null;220,00;30,00;Si;null;null;null;null;Si;null;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;2013;03/06/2013;null;COMPLETAMENTO IMPIANTO SPORTIVO POLIVALENTE;No;null;VIA ROMA N. 1/1;0;null;null;Art.4 c. 2 Lett. e);null;null;44.6284603000327;8.06325822401316
Regione Piemonte;2016;F28G03000010004;null;Regionale;CITTA' DI RIVOLI;529840019;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;1001219;ITC11;Regionale;Lavori di completamento del bocciodromo comunale di via Alpignano ang. via Toti e sistemazione aree esterne;LAVORI DI COMPLETAMENTO DEL BOCCIODROMO COMUNALE DI VIA ALPIGNANO ANG. VIA TOTI E SISTEMAZIONE AREE ESTERNE;Mq;2.416,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45000000-7;No;2.633.768,95;2.309.552,77;1.950.528,29;Si;1.000.000,00;58,94;N;null;2.633,00;2.633,00;null;null;null;Si;null;null;null;No;No;No;Si;Si;No;No;IMPIANTO SPORTIVO / VARIANTE URBANISTICA APPROVATA PER AMMISSIBILITA' DESTINAZIONE ATTIVITA' DEL SETTORE SECONDARIO E TERZIARIO.;null;Alternativa per l'opera;No;null;2003;23/05/2014;null;BOCCIODROMO;No;null;VIA TOTI;99;programmazione triennale opere pubbliche 2003-2004-2005;null;Art.4 c. 2 Lett. g);null;null;45.0667465421191;7.52356342852033
Regione Piemonte;2016;J13B10000070005;null;Regionale;Istituto Zooprofilattico Sperimentale del Piemonte, Liguria e Valle d'Aosta;5160100011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001272;ITC11;Regionale;Ristrutturazione piano interrato stabulario;"RISTRUTTURAZIONE PIANO INTERRATO PALAZZINA ""F"" PER STABULARIO";Mq;150,00;5;30;SANITARIE;999;ALTRE OPERE DI EDILIZIA SANITARIA;45454000-4;No;638.349,85;556.942,05;265.902,33;No;null;47,74;N;null;502,64;502,64;null;null;null;null;Si;null;null;No;Si;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2010;15/09/2010;10/09/2014;RISTRUTTURAZIONE PIANO INTERRATO STABULARIO;No;null;VIA BOLOGNA  N? 148;99;Piano triennale lavori;null;Art.4 c. 2 Lett. g);null;null;45.0717497511188;7.67798585079236
Regione Piemonte;2016;C44B87000000002;null;Regionale;AZIENDA SANITARIA LOCALE BI - BIELLA;1810260024;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1096004;ITC13;Regionale;Laboratorio di Sanit??? Pubblica in Biella;REALIZZAZIONE LABORATORIO DI SANIT??? PUBBLICA;Mq;4.890,00;5;30;SANITARIE;999;ALTRE OPERE DI EDILIZIA SANITARIA;45215100-8;No;5.724.790,45;4.279.519,87;1.692.970,48;null;null;39,56;N;null;6.356,41;6.356,41;null;Si;null;null;null;null;null;null;Si;null;null;null;No;No;Possibile destinazione alberghiera e/o commerciale;null;Alternativa per l'opera;No;null;1987;24/07/2013;null;LABORATORIO DI SANIT??? PUBBLICA DI BIELLA;No;null;VIA BIELLA;0;null;STANZIAMENTI REGIONALI;Art.4 c. 2 Lett. g);null;null;45.592374972252;8.0202328102198
Regione Piemonte;2016;G69H06000170003;null;Regionale;A.S.L. AT;1120620057;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1005080;ITC17;Regionale;Lavori di realizzazione del nuovo presidio ospedaliero della ValleBelbo;LAVORI DI NUOVA COSTRUZIONE;npl;80,00;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45215140-0;No;39.700.000,00;24.432.291,62;9.333.833,48;No;null;38,2;N;null;49.300,00;49.300,00;Si;Si;null;null;null;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2006;19/09/2011;null;NUOVO P.O. VALLE BELBO;No;null;STRADA PROVINCIALE ASTI-CANELLI;1;null;null;Art.4 c. 2 Lett. g);null;null;44.7695561566798;8.3549613597453
Regione Piemonte;2016;F13B12000270004;null;Regionale;COMUNE DI PINEROLO;1750860015;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001191;ITC11;Regionale;Lavori di ristrutturazione di n???2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Lavori di ristrutturazione di n??? 2 alloggi ERP in frazione Abbadia Alpina - Piazza Ploto;Mq;140,00;5;8;SOCIALI E SCOLASTICHE;999;ALTRE OPERE DI EDILIZIA SOCIALE;null;No;300.000,00;207.131,29;70.751,01;No;null;34,16;N;null;300,00;300,00;null;null;null;Si;null;null;null;No;Si;No;No;No;No;No;Demolizione del fabbricato e sua ricostruzione mantenendone le caratteristiche architettoniche essenziali (porticato sostenuto da colonne con archi e volte), ma raddoppiandone la superficie utile mediante realizzazione di un piano mansardato nel quale collocare i due alloggi ERP previsti (al piano primo potrebbe invece trovare collocazione un locale multifunzionale ad uso della frazione di Abbadia, che ne risulta attualmente sprovvista).;null;Alternativa per l'opera;No;null;2012;17/04/2013;null;RISTRUTTURAZIONE DI N. 2 ALLOGGI E.R.P. IN FRAZ. ABBADIA ALPINA - P.ZA PLOTO;No;null;PIAZZA PLOTO;99;PIANO PLURIENNALE OPERE PUBBLICHE;null;Art.4 c. 2 Lett. g);null;null;44.8912663086742;7.34800439371494
Regione Piemonte;2016;H93B08000230001;null;Regionale;Azienda Sanitaria Locale TO 3;9735650013;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;1001307;ITC11;Regionale;REALIZZAZIONE STRUTTURA DA ADIBIRE A CURE PALLIATIVE (HOSPICE) IN VILLAR PEROSA (TO);RISTRUTTURAZIONE FABBRICATO ESISTENTE;npl;10,00;5;30;SANITARIE;150;ALTRI PRESIDI SANITARI TERRITORIALI;null;No;1.652.662,00;965.337,64;371.537,58;Si;593.800,06;23,83;N;null;1.652,66;1.652,66;Si;null;null;null;null;null;null;No;No;null;Si;No;No;No;in parte attivit??? di base distrettuali ed il resto uso civile;null;Alternativa per l'opera;No;null;2008;23/01/2012;22/05/2015;STRUTTURA ADIBITA A CURE PALLIATIVE (HOSPICE);No;null;VIA SANT'ANICETO 1;1;Accordo programma Stato - Regione Piemonte;null;Art.4 c. 2 Lett. g);null;null;44.9194994436218;7.25952891980289
Regione Piemonte;2016;F64E86000000004;null;Regionale;COMUNE DI BALANGERO;1834020016;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001016;ITC11;Regionale;CENTRO SOCIALE;REALIZZAZIONE CENTRO SOCIALE;Mq;523,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45400000-1;No;96.723,00;87.083,00;57.463,00;Si;300.000,00;14,85;N;null;96,72;96,72;null;null;null;Si;null;null;null;null;null;null;null;Si;No;No;null;null;In progetto per l'opera;No;null;1986;12/08/2013;null;REALIZZAZIONE CENTRO SOCIALE;No;null;VIA DEL CHIAPPO;0;null;null;Art.4 c. 2 Lett. g);null;null;45.2769425689351;7.51935092715445
Regione Piemonte;2016;J63D08000090003;null;Regionale;CITTA' METROPOLITANA DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;1001115;ITC11;Regionale;S.P. N. 187 DI GIAVENO - CIRCONVALLAZIONE DI GIAVENO. II??? LOTTO;SP. 187 DI GIAVENO. CIRCONVALLAZIONE DI GIAVENO. II LOTTO;Ml;500,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45233122-0;No;785.000,00;348.673,00;100.620,18;Si;890.000,00;8,12;N;null;785,00;785,00;null;null;Si;null;null;null;null;null;Si;null;null;null;No;Si;null;null;In progetto per l'opera;Si;No;2008;16/07/2008;12/01/2015;SP. 187 DI GIAVENO.;No;null;CIRCONVALLAZIONE DI GIAVENO;99;P.T.LL.PP.;null;Art.4 c. 2 Lett. g);null;null;45.0247089439971;7.30495118557601
Regione Piemonte;2016;I31B08000280004;null;Regionale;COMUNE DI LEINI;1777400019;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001130;ITC11;Regionale;Realizzazione viabilit??? di collegamento tra SP 3 Cebrosa e la SP 226 -1???lotto;REALIZZAZIONE;Ml;1.715,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1.853.735,00;1.405.524,00;30.791,00;No;null;2,19;N;null;1.405,52;1.405,52;null;null;null;Si;null;null;null;No;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2008;02/04/2009;null;STRADA DI COLLEGAMENTO FRA LA SP3 E LA SP226;No;null;SP 3, SP 226 IN COMUNE DI LEINI;0;null;null;Art.4 c. 2 Lett. g);null;null;45.1870326119164;7.71950842328735
Regione Piemonte;2016;J53B03000020005;null;Regionale;COMUNE DI CHIERI (TO);82000210011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;1001078;ITC11;Regionale;Impianto natatorio polifunzionale in regione San Silvestro (Chieri) TO - contratto di concessione stipulato il 14 giugno 2010 Rep. n. 6921 registrato a Chieri il 25.6.2010 al n. 71 serie 1 -0.;REALIZZAZIONE DI IMPIANTO NATATORIO POLIFUNZIONALE;Mq;24.735,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45200000-9;No;8.530,00;8.530,00;0,00;No;null;0;N;null;8.530,00;8.530,00;null;null;null;null;Si;null;null;null;null;null;Si;null;No;No;In data 30 marzo 2015 ??? stata notificata alle ditte facenti parte dell'ATI la notifica di risoluzione contratto e escussione fideiussione prestata.;null;Alternativa per l'opera;No;null;2003;26/03/2014;31/03/2015;IMPIANTO NATATORIO POLIFUNZIONALE IN REGIONE SAN SILVESTRO;No;null;SAN SILVESTRO;99;PROGRAMMA OOPP;PROGRAMMA OOPP;Art.4 c. 2 Lett. g);null;null;45.0035809672353;7.82779637686959
Regione Piemonte;2016;J52F07000110007;null;Regionale;COMUNE DI CHIERI (TO);82000210011;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;1001078;ITC11;Regionale;Riqualificazione area ex Tabasso attraverso il Project Financing.;RECUPERO E REALIZZAZIONE OPERE PUBBLICHE: AUDITORIUM, MUSEO DEL TERRITORIO, SCUOLA DI CINEMA, PARCHEGGI;Mq;34.261,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;45210000-2;No;16.168.917,00;0,00;0,00;No;null;0;N;null;15.000,00;0,00;null;null;null;null;null;Si;null;No;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2007;23/04/2008;31/03/2015;AREA TABASSO;No;null;VIA F.LLI GIORDANO- VITTORIO EMANUELE;99;PROGRAMMA TRIENNALE OPERE PUBBLICHE ANNO 2007 2008 2009;null;Art.4 c. 2 Lett. g);null;null;45.0035809672353;7.82779637686959
Regione Piemonte;2016;J71B08000140003;null;Regionale;AMMINISTRAZIONE PROVINCIALE DI TORINO;1907990012;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;1001314;null;Regionale;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO, CON LA RAMPA S.R. 11 - AUTOSTRADA A4, REALIZZATA DAL CONSORZIO CAV.TO.MI.;COSTRUZIONE DI RACCORDO STRADALE DI TIPO B1 A DOPPIA CARREGGIATA;Ml;400,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45000000-7;No;950.000,00;720.000,00;0,00;No;null;0;N;null;950,00;950,00;null;null;Si;null;null;null;null;No;No;No;Si;No;No;No;POSSIBILI SOLUZIONI IN CORSO DI VALUTAZIONE;null;Alternativa per l'opera;No;null;2008;21/11/2008;null;COLLEGAMENTO DEL RACCORDO S.P. 40 - AUTOSTRADA A4 IN COMUNE DI VOLPIANO, CON LA RAMPA S.R. 11 - AUTOSTRADA A4, REALIZZATA DAL CONSORZIO CAV.TO.MI.;No;null;STRADA DELLA BENEDETTA;0;null;null;Art.4 c. 2 Lett. g);null;null;45.194517392833;7.78383358792177
