pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Puglia;G71G07000020006;Regionale;COMUNE DI VIESTE;83000770715;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;LAVORI DI AMPLIAMENTO DELLA BANCHINA PESCHERECCIA E POTENZIAMENTO DELLE ATTREZZATURE DI SERVIZIO;RISTRUTTURAZIONE DEL MOLO PESCHERECCIO ESISTENTE E REALIZZAZIONE DEGLI EDIFICI PER I SEVIZI DI PESCA;Mq;250;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;743000;418123.44;131713.29;Si;286410.15;18.7;N;null;743;743;null;Mancanza fondi;2007;31/10/2007;31/03/2018;PORTO PESCHERECCIO;VIA ZONA PORTUALE;41.8418251710759;16.1196926789884
Puglia;G36D07000330002;Regionale;COMUNE DI TORREMAGGIORE;84000710719;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RECUPERO;Regionale;RECUPERO EDIFICIO EX PRETURA IN PIAZZA GRAMSCI;LAVORI DI RIUSO DELL'EX PRETURA DA ADIBIRE A LABORATORIO DELL'INIZIATIVA REGIONALE BOLLENTI SPIRITI;Mc;1905;8;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;608000;324272.82;130272.77;Si;398000;18.04;N;null;240;240;Regionale;Mancanza fondi,Cause tecniche;2007;17/10/2013;null;LAVORI DI RIUSO DELL'EX PRETURA DA ADIBIRE A LABORATORIO DELL'INIZIATIVA REGIONALE (BOLLENTI SPIRITI);PIAZZA GRAMSCI;41.664806960206;15.239639001378
Puglia;J47B08000000005;Regionale;COMUNE DI TAVIANO;414500751;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI PER LA REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA A SERVIZIO DELL'IMPIANTO DI ATLETICA IN LOCALITA' SERRAZZITE, CON COMPLETAMENTO ED OMOLOGAZIONE DELLA PISTA DI ATLETICA NELLA STESSA LOCALITA'.;OPERE DI URBANIZZAZIONE PRIMARIA E COMPLETAMENTO E OMOLOGAZIONE IMPIANTO ESISTENTE.;Mq;91926;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45200000-9;No;2500000;1612761.61;0;Si;2500000;0;N;null;2500;2500;Altro;Mancanza fondi;2008;31/03/2017;null;LAVORI PER LA REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE PRIMARIA A SERVIZIO DELL'IMPIANTO DI ATLETICA IN LOCALITA' SERRAZZITE, CON COMPLETAMENTO ED OMOLOGAZIONE DELLA PISTA DI ATLETICA NELLA STESSA LOCALITA'.;LOCALITA' SERRAZZITE;39.9892193694581;18.0704123182022
Puglia;I11E16000770002;Regionale;COMUNE DI CALIMERA;93000030754;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;Regionale;Completamento rete fognatura nera;COMPLETAMENTO RETE FOGNATURA NERA;Mq;1136205.17;15;ALTRO;116;ALTRO;45232400-6;No;1136205.17;1136205.17;0;Si;1136205.17;0;N;null;1136.21;1136.21;Regionale;Mancanza fondi;2016;30/12/2016;null;COMPLETAMENTO RETE FOGNATURA NERA;CENTRO ABITATO;40.2455573074378;18.2922331262342
Puglia;G33B07000050001;Regionale;COMUNE DI TORREMAGGIORE;84000710719;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RISTRUTTURAZIONE;Regionale;SCUOLA MEDIA PADRE PIO VIALE DI VITTORIO - LAVORI DI RIPARAZIONE ED ADEGUAMENTO SISMICO - DEMOLIZIONE CORPO DI FABBRICA;LAVORI DI RIPARAZIONE ED ADEGUAMENTO SISMICO SCUOLA MEDIA PADRE PIO;Mc;3920;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;150000;150000;150000;Si;150000;50;N;null;685.99;685.99;Statale;Cause tecniche;2007;15/07/2008;null;SCUOLA MEDIA PADRE PIO VIALE DI VITTORIO;VIALE DI VITTORIO;41.664806960206;15.239639001378
Puglia;H74E05000260006;Regionale;Comune di Lizzano;80010030734;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Piazzola di stoccaggio di beni durevoli dimessi;PIAZZOLA DI STOCCAGGIO DI BENI DUREVOLI DIMESSI;Mq;1500;10;SISTEMI DI RACCOLTA DIFFERENZIATA DEI RIFIUTI;118;SISTEMI DI RACCOLTA DIFFERENZIATA DEI RIFIUTI;null;No;96100;74100;25900;Si;60000;19.31;N;null;96.1;96.1;Regionale,Comunale;Fallimento liq. coatta;2005;26/09/2013;null;PIAZZOLA DI STOCCAGGIO DI BENI DUREVOLI DIMESSI;TRAVERSA SP 125;40.3739210771416;17.4513724683227
Puglia;F63J86000000004;Regionale;Casalvecchio di Puglia;80002620716;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE  MUSEO DELLA CIVILTA' CONTADINA;REALIZZAZIONE DI UN MUSEO PER LA CIVILT? CONTADINA CON STRUTTURA IN C.A.;Mq;850;11;MUSEI ARCHIVI E BIBLIOTECHE;97;MUSEI ARCHIVI E BIBLIOTECHE;45212313-3;No;230339.78;183504.94;171456.62;Si;1000000;14.49;N;null;230.34;230.34;Comunale;Mancanza fondi;1986;27/03/2014;27/03/2014;MUSEO CIVILT? CONTADINA;VIA BARILE;41.6280101470731;15.1304287941235
Puglia;D49H08000110006;Regionale;Comune di Martano;412440752;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Comunit??? alloggio (art.55 Reg. Reg. 4/2007) DOPO DI NOI;LAVORI PER LA REALIZZAZIONEDI STRUTTURA SOCIO ASSISTENZIALE - DOPO DI NOI;npl;10;8;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;483134.39;483134.39;70373.82;null;null;14.57;N;null;730;730;Regionale,Comunale;Fallimento liq. coatta;2008;08/10/2008;null;STRUTTURA SOCIO ASSISTENZIALE DOPO DI NOI;VIA G. MAMELI;40.2079098581105;18.2913026101585
Puglia;F62F85000000004;Regionale;Casalvecchio di Puglia;80002620716;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;ALTRO;Regionale;Casa di riposo per anziani;COSTRUZIONE CASA RIPOSO ANZIANI;Mq;2460;99;OPERE DI EDILIZIA PUBBLICA;999;OPERE DI EDILIZIA PUBBLICA;45215212-6;No;261844;163391.84;163391.84;Si;2000000;7.55;N;null;261.84;261.84;Comunale;Mancanza fondi;1985;26/03/2014;26/03/2014;COSTRUZIONE CASA RIPOSO PER ANZIANI - 1? E 2? STRALCIO;VIA BARILE;41.6280101470731;15.1304287941235
Puglia;H79G75000000002;Regionale;COMUNE DI NARDO';82001370756;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO GERONTOCOMIO COMUNALE;COMPLETAMENTO GERONTOCOMIO COMUNALE;Mq;5865;30;RESIDENZE SANITARIE ASSISTENZIALI;153;RESIDENZE SANITARIE ASSISTENZIALI;null;No;1477000;1300000;1300000;Si;2000000;39.39;N;null;6000;6000;Regionale;Mancanza fondi;1975;18/10/2013;null;COMPLETAMENTO GERONTOCOMIO COMUNALE;VIA GALLIPOLI;40.2323898753754;17.9571626726096
Puglia;F27B03000130001;Regionale;COMUNE DI LUCERA - URBANISTICA;82000950715;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI REALIZZAZIONE CONDOTTA DI CONFERIMENTO ED ADEGUAMENTO IMPIANTO DI AFFINAMENTO.;REALIZZAZIONE CONDOTTA IDRICA E IMPIANTI DI AFFINAMENTO ACQUE REFLUE;Ml;7445;15;OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;999;OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;null;No;1452726.47;1037293.58;789783.37;No;null;76.14;N;null;1760;1760;Statale;Cause tecniche,Soprav. Nuove norme;2003;31/03/2016;null;LAVORI DI RIUTILIZZO ACQUE REFLUE DEPURATE - ADEGUAMENTO IMPIANTI DI AFFINAMENTO ED ESECUZIONE CONDOTTA DI CONFERIMENTO;LOCALITA' MACELLO E VALLE CRUSTE;41.4974897986353;15.3518488571675
Puglia;I46C14000000002;Regionale;Comune di Sava;80009650732;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI RISTRUTTURAZIONE;Regionale;adeguamento alle norme vigenti in materia del mattatoio comunale;ADEGUAMENTO ALLE NORME VIGENTI IN MATERIA AL FUNZIONAMENTO DELLA STRUTTURA.;Mq;5000;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;1000000;750000;750000;Si;250000;75;N;null;1000;1000;Regionale;Mancanza fondi,Soprav. Nuove norme;2014;28/03/2014;null;MATTATOIO COMUNALE;VIA S.P. 86;40.3977679836546;17.5361290175287
Puglia;J98G14000030005;Regionale;Comune di Villa Castelli;205780745;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Completamento palazzetto dello sport;LAVORI DI COMPLETAMENTO PALAZZETTO DELLO SPORT;Mc;12000;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45212225-9;No;2000000;1800000;1800000;Si;600000;75;N;null;600;600;Altro;Mancanza fondi;2014;27/03/2014;null;PALAZZETTO DELLO SPORT;VIA SARDEGNA;40.5636245874673;17.4805591806067
Puglia;I46C14000010002;Regionale;Comune di Sava;80009650732;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI RISTRUTTURAZIONE;Regionale;ADEGUAMENTO ALLE NORME VIGENTI IN MATERIA AL FUNZIONAMENTO DELLA STRUTTURA;ADEGUAMENTO ALLE NORME VIGENTI IN MATERIA AL FUNZIONAMENTO DELLA STRUTTURA.;Mq;1250;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;1000000;750000;750000;Si;250000;75;N;null;1000;1000;Regionale;Mancanza fondi;2014;28/03/2014;null;MERCATO COPERTO;VIA S.P. 86;40.3977679836546;17.5361290175287
Puglia;I41B06000280003;Regionale;PROVINCIA DI BRINDISI;80001390741;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Realizzazione del collegamento tra le strade provinciali n??? 74 e n??? 66 ed adeguamento delle predette strade. Lotto 1 B;COMPLETAMENTO - 1? LOTTO - 2? STRALCIO;Mq;10000;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1000000;526272;526272;Si;200000;72.46;N;null;1000;1000;Provinciale;Mancanza fondi;2006;02/02/2009;null;"CIRCONVALLAZIONE ""SAN PANCRAZIO SALENTINO""";STRADE PROVINCIALI NN.74 E 66;40.4306019239659;17.8262766916261
Puglia;G61H90000000001;Regionale;COMUNE DI FRANCAVILLA FONTANA;176620748;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Realizzazione Centro di carico intermodale e dei servizi commerciali e reali per i prodotti ortofrutticoli e per l'agricoltura nell'area allargata di Francavilla Fontana;COSTRUZIONE CAPANNONI PER LAVORAZIONI PRODOTTI E RELATIVI UFFICI COMMERCIALI;nu;50;6;TRASPORTI MULTIMODALI ED INTERPORTI;35;TRASPORTI MULTIMODALI ED INTERPORTI;null;No;6197482.79;6197482.79;5967849.9;Si;2610000;67.76;N;null;6197.48;6197.48;Statale;Mancanza fondi,Cause tecniche,Soprav. Nuove norme,Fallimento liq. coatta;1990;09/04/2015;null;REALIZZAZIONE CENTRO DI CARICO INTERMODALE E DEI SERVIZI COMMERCIALI E REALI PER I PRODOTTI ORTOFRUTTICOLI E PER L'AGRICOLTURA NELL'AREA ALLARGATA DI FRANCAVILLA FONTANA;VIA VECCHIA GROTTAGLIE;40.5298333304003;17.5634420079587
Puglia;J85D09000050004;Nazionale;COMUNE DI BOVINO;139430714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;RESIDENZA ASSISTENZIALE SANITARIA VIA MARTIRI DI MARZABOTTO ADEGUAMENTO FUNZIONALE (EX SCUOLA MEDIA);ADEGUAMENTO FUNZIONALE (EX SCUOLA MEDIA);Mq;1500;30;RESIDENZE SANITARIE ASSISTENZIALI;153;RESIDENZE SANITARIE ASSISTENZIALI;45400000-1;No;3100000;2100000;2100000;Si;1000000;67.74;N;null;2100;2100;Comunale;Mancanza fondi;2009;10/07/2009;null;RESIDENZA ASSISTENZIALE SANITARIA;VIA MARTIRI DI MARZABOTTO;41.26977048305;15.369452204044
Puglia;I96I05000010005;Regionale;COMUNE DI PANNI;396700718;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Lavori di completamento Palestra Polifunzionale  - Palazzetto dello sport;Lavori di completamento Palestra Polifunzionale  - Palazzetto dello sport;Mq;650;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;null;No;830000;390000;390000;Si;430000;47.56;null;null;390;390;Altro;Mancanza fondi;2005;10/05/2006;null;null;null;41.2122223619634;15.28415039671
Puglia;I26I13000050001;Regionale;COMUNE DI PANNI;396700718;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RISTRUTTURAZIONE;Regionale;"Lavori di completamento, ammodernamento ed adeguamento della struttura ricettiva alberghiera ""Monti Dauni Meridionale""";AMMODERNAMENTO DELLA STRUTTURA RICETTIVA, FUNZIONALIT? E DISTRIBUZIONE DEGLI AMBIENTI INTERNI, SISTEMAZIONE E AMPLIAMENTO DI ALCUNE PARTI DELLA STRUTTURA.;Mq;2200;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;4800000;3000000;3000000;Si;1800000;62.5;N;null;1500;1500;Statale;Mancanza fondi;2013;30/05/2013;null;"COMPLETAMENTO, AMMODERNAMENTO E ADEGUAMENTO DELLA STRUTTURA RICETTIVA DENOMINATA ""MONTI DAUNI"" PARCO NATURALE ATTREZZATO.";LARGO PIANO;41.2122223619634;15.28415039671
Puglia;I26I12000000002;Regionale;COMUNE DI PANNI;396700718;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;MANUTENZIONE STRAORDINARIA;Regionale;"Lavori di adeguamento e completamento della struttura Santa Maria del Bosco ""Struttura ricettiva conventuale""";LAVORI DI SCAVO, MASSETTI, PAVIMENTAZIONE, INTONACI E RIVESTIMENTI.;Mq;600;31;CONVENTI;3;CONVENTI;null;No;650000;390000;390000;Si;260000;60;N;null;45;45;Regionale;Mancanza fondi;2012;17/01/2012;null;LAVORI URGENTI DI MESSA IN SICUREZZA DELLA CHIESA CONVENTUALE S. MARIA DEL BOSCO;MADONNA DEL BOSCO;41.2122223619634;15.28415039671
Puglia;D94B91000000001;Regionale;consorzio di bonifica terre d'apulia;93238890722;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI SISTEMAZIONE IDRAULICA DEL BACINO IMBRIFERO DEL CAPODACQUA CON UTILIZZAZIONE IRRIGUA DELLE ACQUE ALTE NEGLI AGRI DI GRAVINA IN PUGLIA E POGGIORSINI;LAVORI DI SISTEMAZIONE IDRAULICA DEL BACINO IMBRIFERO DEL CAPODACQUA CON UTILIZZAZIONE IRRIGUA DELLE ACQUE ALTE IN AGRO DI GRAVINA IN PUGLIA E POGGIORSINI;Mq;25654996;5;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;null;No;34602612;25654996;22911238;Si;15000000;56.36;N;null;34602.61;34602.61;Statale;Cause tecniche;1991;19/11/2013;null;BACINO IMBRIFERO DEL CAPODACQUA;BACINO CAPODACQUA;40.8407360894649;16.3639049840964
Puglia;D77B75000000001;Regionale;consorzio di bonifica terre d'apulia;93238890722;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione di un serbatoio per scopi irrigui mediante lo sbarramento del torrente Saglioccia, in localit??? Tempa Bianca, in agro di Altamura;REALIZZAZIONE DI UNA DIGA  MEDIANTE SBARRAMENTO TORRENTE;nu;45000000;15;DIGHE;110;DIGHE;null;No;30290197;30290197;25455000;Si;15000000;56.2;N;null;30290.2;30290.2;Statale;Cause tecniche;1975;10/06/2015;null;LAVORI DI COSTRUZIONE DI UN SERBATOIO PER SCOPI IRRIGUI MEDIANTE LO SBARRAMENTO DEL TORRENTE SAGLIOCCIA, IN LOCALIT? TEMPA BIANCA, IN AGRO DI ALTAMURA;VIA LOCALIT? TEMPA BIANCA;40.8597592922151;16.5502377418399
Puglia;J82F11000310002;Nazionale;COMUNE DI BOVINO;139430714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RECUPERO;Regionale;RIQUALIFICAZIONE, RIGENERAZIONE E VALORIZZAZIONE DELL'AREA PALAZZO DEGLI UFFICI - GIARDINO DI VIA CAPODIMONTE ALL'INTERNO DEL CENTRO STORICO;RIQUALIFICAZIONE, RIGENERAZIONE E VALORIZZAZIONE DELL'AREA PALAZZO DEGLI UFFICI - GIARDINO DI VIA CAPODIMONTE ALL'INTERNO DEL CENTRO STORICO;Mq;1050;99;VERDE PUBBLICO;192;VERDE PUBBLICO;45400000-1;No;390000;210000;210000;Si;180000;53.85;N;null;210;210;Regionale;Mancanza fondi;2011;09/08/2011;null;AREA PALAZZO DEGLI UFFICI - GIARDINI DI VIA CAPODIMONTE;VIA CAPODIMONTE;41.26977048305;15.369452204044
Puglia;F59E05000000005;Regionale;comune di biccari;82000390714;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;LAVORI DI REALIZZAZIONE DI INFRASTRUTTURAZIONE PRIMARIA INSULA D4.;LAVORI DI REALIZZAZIONE DI INFRASTRUTTURAZIONE PRIMARIA INSULA D4.;Mq;62500;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;null;No;1466739;820582.68;644449.66;Si;480000;49.55;null;null;1466.74;1466.74;Altro;Mancanza fondi,Fallimento liq. coatta;2005;14/03/2005;null;null;null;41.4219412365756;15.2192299598916
Puglia;J98G14000020005;Regionale;Comune di Villa Castelli;205780745;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Completamento piscina comunale;LAVORI DI COMPLETAMENTO DELLA PISCINA COMUNALE;Mc;10000;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45212212-5;No;802212.5;637980.69;637980.69;Si;1000000;38.95;N;null;1000;1000;Altro;Mancanza fondi;2014;27/03/2014;null;PISCINA COMUNALE;VIA PER FRANCAVILLA FONTANA;40.5636245874673;17.4805591806067
Puglia;I35H12000050001;Regionale;ARCA SUD SALENTO ( Ex - ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI LECCE );152490751;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione ab origine di n.18 alloggi di ERP in Taurisano di cui n.6 gi??? realizzati ed assegnati e n.12 residui da realizzare con eventuale finanziamento integrativo.;COMPLETAMENTO FABBRICATI;Mq;1080;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;null;No;1549370.1;786075.79;786075.79;Si;1400000;35.96;N;null;1215.51;1215.51;Statale;Mancanza fondi;2012;04/06/2012;null;SERVIZIO PROGETTAZIONE;LOCALIT? VIGNEVECCHIE E CALCAVECCHI;39.9512844225289;18.218216511487
Puglia;J91B11000220002;Regionale;COMUNE DI BARI- RIPARTIZIONE INFRASTRUTTURE, VIABILITA' E OO.PP.;80015010723;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Realizzazione di vari interventi inseriti nel PIRP Japigia - Bari. Rotatoria via Gentile, prolungamento via De Liguori e pista ciclabile via Caldarola, tratto tra via Toscanini e via Loiacono;REALIZZAZIONE  ROTATORIA - PISTA CICLABILE;Mq;1000;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;1028977.92;448634;156200;No;null;34.82;N;null;1028.98;1028.98;Regionale;Fallimento liq. coatta;2011;07/11/2011;null;REALIZZAZIONE DI VARI INTERVENTI INSERITI NEL PIRP JAPIGIA-BARI: ROTATORIA VIA GENTILE PROLUNGAMENTO VIA DE LIQUORI, PISTA CICLABILE VIA CALDAROLA DA VIA LOIACONO A VIA TOSCANINI;VIA GENTILE,VIA DE LIQUORI,VIA CALDAROLA;41.1030489912552;16.8457301176062
Puglia;j94b91000000001;Regionale;COMUNE DI MARTINA FRANCA;80006710737;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;COSTRUZIONE DI UN CENTRO DI RECUPERO DI TOSSICODIPENDENTI (COMUNITA' TERAPEUTICA) IN MARTINA FRANCA (TA) C.DA MADONNA DEL ROSARIO;LAVORI DI COSTRUZIONE DI UN CENTRO DI RECUPERO PER TOSSICODIPENDENTI (COMUNIT? TERAPEUTICA) IN MARTINA FRANCA (TA) C.DA MADONNA DEL ROSARIO;Mq;1600;8;OPERE DI EDILIZIA SOCIALE;999;OPERE DI EDILIZIA SOCIALE;45210000-2;No;723040;441309;239939;Si;258228;34.3;N;null;723.04;723.04;Statale;Mancanza fondi;1991;26/09/2013;null;C.DA MADONNA DEL ROSARIO;C.DA MADONNA DEL ROSARIO;40.6864723505827;17.3036816561872
Puglia;j97d06000030005;Nazionale;Comune di Grottaglie;117380733;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI REALIZZAZIONE DI UN CENTRO SERVIZI PER L'AGRICOLTURA;Costruzione di una palazzina per uffici e di un capannone prefabbricato per la lavorazione dei prodotti ortifrutticoli.;Mq;3955;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;03110000-5;No;2248084.84;1587314.02;827323.8;Si;1100000;30.79;null;null;2450;2450;Statale,Comunale;Mancanza fondi,Fallimento liq. coatta;2006;04/12/2006;null;null;null;40.5373138949859;17.4138136807204
Puglia;g61b03000510004;Regionale;COMUNE DI FRANCAVILLA FONTANA;176620748;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;LAVORI DI RISTRUTTURAZIONE CON CAMBIO DELLA DESTINAZIONE D'USO DELL'IMMOBILE ADIBITO A MERCATO COPERTO IN GALLERIA COMMERCIALE IN PIAZZA UMBERTO I;RISTRUTURAZIONE CON CAMBIO DELLA DESTINAZIONE D'USO IN GALLERIA COMMERCIALE ED USI VARI;nu;300;99;INFRASTRUTTURE;998;INFRASTRUTTURE;null;No;1219786.98;885237.36;437135.56;Si;655000;28.38;N;null;1219.79;1219.79;Comunale;Mancanza fondi;2003;29/03/2016;null;LAVORI DI RISTRUTTURAZIONE CON CAMBIO DI DESTINAZIONE D'USO DELL'IMMOBILE ADIBITO A GALLERIA COMMERCIALE IN PIAZZA UMBERTO I;PIAZZA UMBERTO I;40.5298333304003;17.5634420079587
